SLNO,Candidate.Ref,DOJ.Extended,Duration.to.accept.offer,Notice.period,Offered.band,Pecent.hike.expected.in.CTC,Percent.hike.offered.in.CTC,Percent.difference.CTC,Joining.Bonus,Candidate.relocate.actual,Gender,Candidate.Source,Rex.in.Yrs,LOB,Joining Location,Age,Status,Joining Status
5674,3200305,No,13,60,E2,50,50,0,No,No,Male,Agency,8,BFSI,Chennai,30,Joined,0
5675,3200318,Yes,44,30,E1,4,4,0,No,No,Male,Agency,1,INFRA,Bangalore,26,Joined,0
5676,3200335,Yes,1,30,E1,25,25,0,No,No,Male,Direct,1,INFRA,Noida,26,Joined,0
5677,3200342,Yes,14,30,E1,9.38,5,-4,No,No,Male,Direct,1,INFRA,Noida,24,Not Joined,1
5678,3200349,No,2,30,E1,13.33,12,-1.18,No,No,Male,Direct,3,INFRA,Noida,25,Joined,0
5679,3200360,Yes,34,30,E1,30,50,15.38,No,No,Male,Direct,1,INFRA,Chennai,25,Joined,0
5680,3200366,Yes,13,30,E1,30,75,34.62,No,No,Male,Direct,3,INFRA,Chennai,27,Joined,0
5681,3200437,No,35,30,E2,33.33,140.33,80.25,No,No,Male,Direct,5,INFRA,Noida,32,Not Joined,1
5682,3200444,No,17,30,E2,21.46,21.46,0,Yes,Yes,Male,Agency,4,ERS,Chennai,31,Joined,0
5683,3200455,No,1,30,E2,34.75,34.75,0,No,No,Male,Direct,2,INFRA,Noida,26,Joined,0
5684,3200457,Yes,119,30,E2,30,7.5,-17.31,Yes,No,Male,Agency,6,ERS,Bangalore,30,Not Joined,1
5685,3200579,Yes,89,30,E3,33.33,200,125,No,No,Male,Direct,8,INFRA,Bangalore,29,Joined,0
5686,3200586,Yes,5,45,E2,49.12,49.12,0,No,Yes,Male,Employee Referral,13,ERS,Bangalore,32,Joined,0
5687,3200589,Yes,0,60,E1,50,50,0,No,No,Female,Direct,4,BFSI,Gurgaon,28,Joined,0
5688,3200641,Yes,6,30,E2,33.33,83.33,37.5,No,No,Male,Direct,6,INFRA,Chennai,27,Not Joined,1
5689,3200981,Yes,42,60,E2,17.01,17.01,0,No,No,Male,Employee Referral,7,ERS,Chennai,40,Joined,0
5690,3200992,No,3,90,E1,20,-20,-33.33,No,No,Male,Employee Referral,10,ERS,Bangalore,34,Not Joined,1
5691,3201533,No,0,30,E1,36.36,36.36,0,No,No,Male,Direct,4,Healthcare,Noida,24,Joined,0
5692,3203845,Yes,3,30,E1,77.42,43.55,-19.09,No,No,Male,Employee Referral,3,ERS,Chennai,24,Joined,0
5693,3203856,Yes,24,30,E1,138.59,105.78,-13.75,No,No,Male,Direct,1,ERS,Chennai,25,Joined,0
5694,3203870,Yes,34,30,E1,78.04,78.04,0,No,No,Male,Agency,3,ERS,Chennai,28,Not Joined,1
5695,3203904,No,27,90,E1,47.54,13.11,-23.33,No,No,Female,Agency,3,ERS,Chennai,25,Not Joined,1
5696,3203986,Yes,56,60,E1,26.67,17.33,-7.37,Yes,No,Male,Agency,6,ETS,Chennai,30,Joined,0
5697,3204051,No,16,30,E2,35,58.33,17.28,No,No,Male,Direct,7,INFRA,Noida,37,Joined,0
5698,3204065,No,24,30,E2,31.58,38.16,5,No,Yes,Male,Direct,4,INFRA,Chennai,28,Joined,0
5699,3204072,Yes,12,30,E2,35.8,23.46,-9.09,No,No,Male,Direct,5,EAS,Bangalore,30,Not Joined,1
5700,3204127,Yes,6,30,E1,77.99,71.52,-3.64,No,No,Male,Direct,2,ETS,Noida,27,Joined,0
5701,3204143,No,9,30,E1,40.85,40.85,0,No,No,Male,Agency,3,BFSI,Chennai,26,Joined,0
5702,3204171,No,18,45,E1,26.67,20,-5.26,No,No,Male,Agency,6,ETS,Chennai,35,Not Joined,1
5703,3204231,No,5,30,E2,13.4,8.25,-4.55,No,No,Male,Direct,7,ERS,Chennai,33,Not Joined,1
5704,3204239,No,8,30,E1,36,20,-11.76,No,No,Male,Employee Referral,4,AXON,Chennai,29,Not Joined,1
5705,3204249,Yes,3,0,E1,58.33,56.25,-1.32,No,No,Male,Employee Referral,3,ERS,Noida,26,Joined,0
5706,3204307,Yes,8,30,E2,13.04,13.04,0,No,No,Male,Direct,8,EAS,Pune,37,Joined,0
5707,3204350,Yes,25,0,E1,50,68,12,No,No,Male,Agency,4,INFRA,Noida,27,Joined,0
5708,3204422,Yes,38,30,E1,53.85,34.62,-12.5,Yes,No,Male,Direct,3,ETS,Bangalore,25,Not Joined,1
5709,3204458,No,66,30,E1,106.9,55.17,-25,No,Yes,Male,Direct,5,ERS,Chennai,30,Joined,0
5710,3204566,Yes,21,30,E1,38.46,25,-9.72,No,Yes,Male,Direct,4,EAS,Chennai,27,Joined,0
5711,3204603,Yes,58,60,E3,25.71,18.57,-5.68,No,No,Male,Direct,10,AXON,Bangalore,34,Not Joined,1
5712,3204640,No,19,30,E2,37.5,109.5,52.36,No,Yes,Male,Direct,4,INFRA,Noida,32,Joined,0
5713,3204756,Yes,32,45,E2,13.04,39.13,23.08,No,Yes,Male,Employee Referral,5,ERS,Chennai,29,Joined,0
5714,3204794,Yes,20,30,E2,42.86,-7.14,-35,No,No,Male,Agency,7,ERS,Bangalore,28,Joined,0
5715,3204812,Yes,1,30,E1,45.76,10.17,-24.42,Yes,Yes,Male,Direct,3,CSMP,Noida,28,Joined,0
5716,3204828,No,29,30,E1,25,30,4,No,Yes,Male,Direct,3,CSMP,Chennai,31,Joined,0
5717,3204937,No,1,90,E2,35.95,20.84,-11.11,No,No,Female,Employee Referral,2,INFRA,Noida,27,Joined,0
5718,3205176,Yes,4,30,E3,31.2,31.2,0,No,No,Male,Employee Referral,16,AXON,Hyderabad,41,Joined,0
5719,3206862,No,13,30,E1,41.18,91.18,35.42,No,No,Male,Direct,3,Healthcare,Chennai,29,Joined,0
5720,3210602,No,45,30,E3,6.95,-9.09,-15,No,Yes,Male,Agency,10,ERS,Chennai,35,Joined,0
5721,3210955,No,3,30,E1,31.58,-7.89,-30,No,No,Male,Agency,3,BFSI,Chennai,30,Joined,0
5722,3210964,No,19,90,E2,33.87,32.26,-1.2,No,No,Female,Agency,6,BFSI,Chennai,29,Joined,0
5723,3210966,No,4,60,E2,41.79,35.82,-4.21,No,No,Male,Direct,8,BFSI,Chennai,31,Joined,0
5724,3211037,Yes,23,30,E3,18.88,18.88,0,No,No,Female,Direct,6,INFRA,Chennai,34,Joined,0
5725,3211047,Yes,24,30,E2,25,25,0,No,No,Male,Direct,9,INFRA,Chennai,31,Not Joined,1
5726,3211095,Yes,42,60,E1,36.84,36.84,0,No,No,Male,Direct,5,Healthcare,Chennai,30,Joined,0
5727,3211113,No,23,45,E2,41.81,34.72,-5,No,No,Male,Direct,7,INFRA,Chennai,33,Joined,0
5728,3211126,Yes,21,90,E1,48.06,36.67,-7.69,No,No,Male,Employee Referral,2,BFSI,Bangalore,26,Joined,0
5729,3211273,Yes,28,30,E1,104.55,104.55,0,No,No,Male,Agency,3,BFSI,Bangalore,25,Joined,0
5730,3211288,No,7,90,E3,40.03,31.8,-5.88,No,No,Male,Employee Referral,20,ERS,Chennai,51,Not Joined,1
5731,3211300,Yes,0,30,E1,37.5,100,45.45,Yes,Yes,Female,Direct,4,ETS,Hyderabad,27,Joined,0
5732,3211362,No,5,30,E2,64.06,64.06,0,No,Yes,Male,Agency,5,ERS,Chennai,31,Joined,0
5733,3211421,No,0,30,E1,50,25,-16.67,No,No,Female,Agency,1,INFRA,Noida,27,Joined,0
5734,3211435,No,4,30,E1,33.33,-27.78,-45.83,No,No,Male,Employee Referral,1,ERS,Noida,24,Joined,0
5735,3211484,Yes,21,60,E1,90.91,81.82,-4.76,No,Yes,Male,Direct,3,ERS,Chennai,26,Joined,0
5736,3211485,No,12,30,E2,44.44,-8.89,-36.92,No,No,Male,Agency,3,INFRA,Bangalore,26,Not Joined,1
5737,3211488,Yes,21,30,E2,34.91,34.91,0,No,No,Male,Direct,7,INFRA,Chennai,34,Not Joined,1
5738,3211543,Yes,19,30,E1,31.58,31.58,0,No,No,Male,Agency,3,BFSI,Bangalore,29,Joined,0
5739,3211546,No,34,30,E1,31.58,27.19,-3.33,No,No,Male,Agency,3,BFSI,Bangalore,26,Joined,0
5740,3211564,Yes,74,60,E1,11.84,0,-10.59,No,Yes,Male,Direct,4,EAS,Hyderabad,27,Joined,0
5741,3211567,No,8,60,E2,64.29,64.29,0,No,No,Male,Direct,6,BFSI,Mumbai,29,Not Joined,1
5742,3211621,Yes,4,30,E2,45.45,45.45,0,No,No,Male,Direct,7,CSMP,Kolkata,27,Joined,0
5743,3211658,Yes,27,30,E1,77.33,47.77,-16.67,No,No,Male,Employee Referral,3,ERS,Bangalore,26,Joined,0
5744,3211717,No,4,30,E1,21.95,34.15,10,No,No,Male,Direct,3,BFSI,Bangalore,28,Joined,0
5745,3211723,Yes,28,30,E1,75,30,-25.71,No,No,Male,Agency,1,INFRA,Noida,25,Joined,0
5746,3211776,Yes,101,90,E1,81.82,45.45,-20,No,Yes,Male,Direct,2,BFSI,Bangalore,25,Joined,0
5747,3211798,Yes,28,45,E1,33.33,11.11,-16.67,No,No,Male,Agency,3,ETS,Noida,25,Joined,0
5748,3211804,Yes,7,90,E2,30,35,3.85,No,No,Male,Direct,8,ERS,Bangalore,32,Not Joined,1
5749,3211818,No,28,60,E1,20,20,0,No,No,Male,Direct,4,BFSI,Hyderabad,29,Not Joined,1
5750,3211842,Yes,21,60,E1,79.1,64.18,-8.33,No,Yes,Male,Direct,3,ERS,Chennai,25,Joined,0
5751,3211850,Yes,11,30,E1,69.23,55.38,-8.18,No,Yes,Male,Direct,3,ERS,Chennai,25,Joined,0
5752,3211948,No,10,90,E2,34.33,19.4,-11.11,No,No,Male,Employee Referral,7,ERS,Bangalore,30,Joined,0
5753,3212030,Yes,42,30,E1,20,20,0,No,No,Female,Employee Referral,5,ERS,Bangalore,32,Joined,0
5754,3212126,No,8,90,E2,48.94,17.02,-21.43,No,No,Female,Employee Referral,6,ERS,Chennai,33,Not Joined,1
5755,3213568,No,22,30,E1,63.64,63.64,0,No,No,Male,Direct,2,Healthcare,Noida,26,Joined,0
5756,3214733,Yes,40,90,E1,59.22,40.85,-11.54,No,No,Female,Employee Referral,3,ERS,Bangalore,26,Not Joined,1
5757,3214846,No,111,60,E1,74.6,74.6,0,No,Yes,Male,Direct,3,ETS,Chennai,25,Joined,0
5758,3214883,Yes,77,90,E1,27.27,34.55,5.71,No,No,Male,Direct,3,ETS,Noida,26,Joined,0
5759,3214917,Yes,102,90,E1,58.54,51.22,-4.62,No,No,Female,Direct,4,ETS,Noida,28,Joined,0
5760,3215034,Yes,33,30,E2,50,-15,-43.33,No,No,Male,Agency,5,INFRA,Bangalore,27,Joined,0
5761,3215047,Yes,24,90,E1,72.01,41.98,-17.46,No,No,Male,Employee Referral,3,ERS,Bangalore,27,Joined,0
5762,3215060,Yes,38,30,E2,30.77,38.46,5.88,No,No,Male,Agency,7,ETS,Chennai,34,Joined,0
5763,3215066,Yes,5,30,E2,37.5,37.5,0,No,No,Male,Agency,7,ETS,Chennai,34,Not Joined,1
5764,3215080,No,28,30,E1,105.92,93.05,-6.25,No,No,Male,Direct,1,ERS,Chennai,24,Not Joined,1
5765,3215097,Yes,7,30,E1,193.93,184.45,-3.23,No,No,Female,Direct,2,ERS,Chennai,26,Joined,0
5766,3215120,Yes,7,30,E1,71.43,114.29,25,No,No,Male,Direct,1,ERS,Chennai,25,Joined,0
5767,3215172,Yes,98,60,E1,18.64,18.64,0,No,No,Female,Agency,6,ETS,Chennai,33,Joined,0
5768,3215393,No,3,90,E1,64.71,64.71,0,No,No,Male,Direct,4,BFSI,Chennai,27,Joined,0
5769,3215394,No,3,30,E1,30.02,30.02,0,No,No,Male,Direct,3,BFSI,Chennai,28,Joined,0
5770,3215396,No,27,60,E1,25.81,25.81,0,No,No,Male,Direct,5,BFSI,Chennai,28,Joined,0
5771,3215405,No,31,30,E1,28.57,28.57,0,No,No,Male,Agency,4,BFSI,Bangalore,29,Joined,0
5772,3215432,Yes,15,90,E2,27.35,24.66,-2.11,Yes,No,Female,Employee Referral,5,ETS,Noida,28,Joined,0
5773,3215505,No,0,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,3,INFRA,Noida,27,Joined,0
5774,3215556,No,1,90,E1,51.52,40.69,-7.14,No,No,Male,Agency,4,ERS,Bangalore,27,Not Joined,1
5775,3215561,Yes,21,90,E1,53.85,41.03,-8.33,No,Yes,Male,Direct,3,ERS,Chennai,28,Joined,0
5776,3215621,No,0,30,E1,65.85,8.54,-34.56,No,No,Male,Agency,2,ERS,Bangalore,24,Joined,0
5777,3215632,Yes,26,30,E1,61.76,76.47,9.09,No,No,Male,Agency,3,ERS,Bangalore,29,Not Joined,1
5778,3215639,No,3,30,E1,37.3,37.3,0,No,No,Male,Direct,4,ETS,Noida,28,Joined,0
5779,3215664,No,91,90,E1,40,37,-2.14,No,No,Male,Agency,4,ERS,Chennai,26,Not Joined,1
5780,3215700,Yes,6,30,E2,59.09,59.09,0,No,No,Male,Direct,5,ERS,Chennai,29,Joined,0
5781,3215724,No,6,30,E2,66.67,50,-10,No,No,Female,Employee Referral,4,INFRA,Chennai,27,Joined,0
5782,3215743,Yes,3,30,E1,7.14,7.14,0,No,No,Male,Direct,1,Healthcare,Noida,24,Joined,0
5783,3215818,Yes,28,30,E1,66.67,50,-10,No,No,Male,Agency,6,ERS,Chennai,30,Joined,0
5784,3215843,Yes,8,30,E1,66.67,83.33,10,No,No,Male,Agency,4,ERS,Chennai,26,Not Joined,1
5785,3215900,No,2,30,E1,62.3,62.3,0,No,No,Male,Employee Referral,4,INFRA,Noida,28,Joined,0
5786,3216005,No,0,30,E1,66.67,20,-28,No,No,Male,Employee Referral,9,INFRA,Hyderabad,38,Joined,0
5787,3218030,No,29,30,E1,31.58,31.58,0,No,No,Female,Agency,3,ERS,Bangalore,24,Joined,0
5788,3218118,No,24,60,E3,42.86,42.86,0,No,No,Male,Agency,13,INFRA,Chennai,48,Joined,0
5789,3218267,No,19,30,E1,44,44,0,No,No,Male,Direct,3,Healthcare,Chennai,23,Joined,0
5790,3218283,Yes,105,90,E3,33.33,50,12.5,No,No,Male,Agency,10,INFRA,Chennai,33,Not Joined,1
5791,3218293,Yes,21,60,E1,33.33,-6.67,-30,No,No,Male,Agency,2,ERS,Noida,23,Joined,0
5792,3218302,No,12,30,E2,33.33,122.22,66.67,No,No,Male,Agency,7,ERS,Noida,32,Joined,0
5793,3218309,No,3,60,E1,38.41,38.41,0,No,No,Female,Direct,2,BFSI,Chennai,31,Joined,0
5794,3218343,No,56,30,E1,25,14.58,-8.33,No,No,Male,Agency,3,ERS,Chennai,28,Not Joined,1
5795,3218356,Yes,98,90,E1,30.43,30.43,0,No,No,Female,Direct,3,BFSI,Chennai,24,Joined,0
5796,3218357,No,62,30,E1,105.76,126.34,10,No,No,Female,Agency,3,ERS,Chennai,25,Joined,0
5797,3218587,No,35,60,E1,32.35,17.65,-11.11,No,Yes,Female,Employee Referral,1,BFSI,Bangalore,25,Joined,0
5798,3219512,No,31,30,E1,53.85,32.69,-13.75,No,No,Female,Direct,5,ERS,Chennai,29,Joined,0
5799,3219969,No,2,30,E1,38.89,38.89,0,No,No,Male,Direct,2,ETS,Bangalore,25,Joined,0
5800,3220841,No,9,30,E1,75,65,-5.71,No,No,Male,Agency,2,INFRA,Noida,27,Joined,0
5801,3220881,No,0,60,E1,28.57,28.57,0,No,No,Male,Direct,4,AXON,Noida,29,Not Joined,1
5802,3220961,No,3,45,E2,33.33,22.22,-8.33,No,No,Male,Direct,4,INFRA,Chennai,26,Not Joined,1
5803,3220978,Yes,29,30,E1,17.19,10.94,-5.33,No,No,Male,Direct,3,CSMP,Noida,27,Joined,0
5804,3220999,No,26,30,E1,5.88,-11.76,-16.67,No,Yes,Female,Direct,2,INFRA,Noida,26,Joined,0
5805,3221018,No,0,30,E2,30.95,7.14,-18.18,No,No,Male,Direct,5,INFRA,Noida,24,Joined,0
5806,3221048,Yes,49,60,E1,75,35,-22.86,No,No,Male,Agency,1,INFRA,Noida,24,Joined,0
5807,3221057,No,0,30,E1,2.86,-4,-6.67,No,No,Male,Direct,3,INFRA,Noida,33,Joined,0
5808,3221083,No,6,30,E1,50,15,-23.33,No,No,Female,Direct,1,INFRA,Chennai,24,Joined,0
5809,3221116,No,1,30,E1,50,65,10,No,No,Male,Direct,2,INFRA,Chennai,32,Not Joined,1
5810,3221131,Yes,7,30,E1,33.33,44.44,8.33,No,No,Female,Employee Referral,6,ETS,Kolkata,32,Joined,0
5811,3221138,Yes,38,30,E1,50,68.4,12.27,No,No,Male,Direct,3,INFRA,Chennai,26,Joined,0
5812,3221147,Yes,108,90,E1,44.83,44.83,0,No,Yes,Male,Direct,5,AXON,Noida,30,Joined,0
5813,3221159,No,4,30,E2,33.33,116.67,62.5,No,No,Male,Direct,8,INFRA,Chennai,35,Joined,0
5814,3221171,No,31,30,E1,50,8,-28,No,No,Male,Direct,1,INFRA,Chennai,25,Joined,0
5815,3221187,Yes,8,60,E2,30,30,0,No,No,Male,Agency,7,ERS,Noida,25,Not Joined,1
5816,3221219,No,1,30,E1,5.88,-19.12,-23.61,No,No,Male,Direct,2,INFRA,Noida,27,Joined,0
5817,3221226,No,5,60,E1,30.3,28.79,-1.16,No,No,Male,Agency,3,ERS,Chennai,26,Not Joined,1
5818,3221236,No,4,60,E1,66.67,43.94,-13.64,No,No,Male,Agency,3,ERS,Chennai,27,Not Joined,1
5819,3221241,No,4,60,E1,25,52.78,22.22,No,No,Male,Agency,4,ERS,Chennai,28,Not Joined,1
5820,3221269,No,1,30,E1,50,75,16.67,No,No,Male,Agency,2,ERS,Chennai,25,Joined,0
5821,3221278,Yes,18,30,E2,44.44,84.44,27.69,No,No,Male,Direct,5,INFRA,Noida,28,Not Joined,1
5822,3221287,Yes,27,30,E1,66.67,86.67,12,No,No,Male,Agency,2,ERS,Chennai,26,Joined,0
5823,3221298,No,20,30,E1,33.33,66.67,25,No,No,Male,Agency,7,ERS,Chennai,32,Joined,0
5824,3221314,No,18,30,E2,44.44,44.44,0,No,No,Male,Direct,4,INFRA,Chennai,28,Not Joined,1
5825,3221373,No,0,30,E3,40,20,-14.29,No,No,Male,Agency,15,INFRA,Chennai,39,Joined,0
5826,3221415,No,1,60,E2,44.53,40.92,-2.5,No,No,Male,Direct,10,BFSI,Chennai,36,Not Joined,1
5827,3221486,No,61,60,E1,91.67,87.5,-2.17,No,No,Male,Direct,3,ERS,Chennai,25,Joined,0
5828,3221512,No,2,30,E1,66.67,60,-4,No,No,Male,Employee Referral,1,INFRA,Noida,23,Joined,0
5829,3221533,No,3,30,E3,17.62,32.33,12.5,No,No,Male,Agency,10,INFRA,Bangalore,32,Joined,0
5830,3221559,Yes,98,90,E2,37.5,37.5,0,No,No,Male,Direct,9,Healthcare,Kolkata,38,Joined,0
5831,3221586,No,1,30,E2,12.36,17.98,5,No,No,Male,Employee Referral,7,ERS,Bangalore,33,Not Joined,1
5832,3221612,No,26,30,E1,81.82,61.82,-11,No,No,Male,Direct,3,CSMP,Chennai,29,Joined,0
5833,3221639,Yes,46,30,E2,11.94,11.94,0,No,Yes,Male,Direct,7,EAS,Chennai,31,Joined,0
5834,3221652,No,7,30,E1,48.94,34.04,-10,No,No,Female,Direct,3,AXON,Kolkata,26,Not Joined,1
5835,3221687,No,4,30,E1,40,25,-10.71,No,No,Male,Direct,4,INFRA,Mumbai,27,Joined,0
5836,3221691,No,0,30,E1,75,75,0,No,No,Male,Agency,2,INFRA,Bangalore,27,Not Joined,1
5837,3221701,Yes,17,30,E2,10,28.57,16.88,No,No,Male,Direct,6,EAS,Chennai,34,Not Joined,1
5838,3221714,Yes,28,30,E1,16.67,25,7.14,No,No,Male,Direct,4,CSMP,Chennai,25,Joined,0
5839,3221715,Yes,57,60,E1,61.54,61.54,0,No,No,Male,Employee Referral,3,ERS,Bangalore,27,Joined,0
5840,3221737,Yes,22,30,E1,20.37,20.37,0,No,No,Female,Direct,5,CSMP,Noida,30,Joined,0
5841,3221781,Yes,18,30,E1,23.08,13.85,-7.5,No,Yes,Male,Direct,3,EAS,Chennai,30,Joined,0
5842,3221806,No,2,30,E1,34.62,25,-7.14,No,No,Male,Direct,5,CSMP,Chennai,29,Joined,0
5843,3221824,No,1,30,E1,46.2,35.23,-7.5,No,No,Male,Employee Referral,2,INFRA,Noida,26,Joined,0
5844,3221902,No,24,30,E1,19.05,19.05,0,No,No,Male,Direct,3,BFSI,Bangalore,26,Joined,0
5845,3221926,No,3,30,E3,50,30,-13.33,No,No,Female,Employee Referral,4,INFRA,Noida,27,Joined,0
5846,3224945,No,31,45,E1,71.43,31.43,-23.33,No,No,Male,Agency,4,ERS,Bangalore,27,Joined,0
5847,3224967,Yes,47,60,E1,66.3,39.69,-16,No,Yes,Male,Agency,3,ERS,Chennai,28,Joined,0
5848,3225136,Yes,3,45,E1,33.33,33.33,0,No,No,Male,Direct,5,EAS,Chennai,29,Not Joined,1
5849,3225152,Yes,7,30,E1,44.44,44.44,0,No,No,Male,Direct,4,EAS,Chennai,27,Not Joined,1
5850,3225167,Yes,29,30,E2,14.58,14.58,0,No,No,Male,Direct,7,EAS,Hyderabad,34,Not Joined,1
5851,3225195,Yes,0,0,E1,34.4,34.4,0,Yes,No,Male,Employee Referral,4,CSMP,Noida,27,Joined,0
5852,3225198,Yes,26,30,E2,11.63,-9.3,-18.75,No,Yes,Male,Direct,5,CSMP,Chennai,28,Joined,0
5853,3225319,No,32,45,E2,23.08,26.15,2.5,No,Yes,Female,Direct,5,ERS,Chennai,27,Joined,0
5854,3225345,Yes,107,90,E2,27.91,29.07,0.91,No,Yes,Male,Direct,7,ERS,Chennai,27,Joined,0
5855,3225396,No,18,60,E2,47.37,31.58,-10.71,No,No,Male,Direct,4,INFRA,Noida,27,Joined,0
5856,3225398,No,5,60,E2,16.44,3.42,-11.18,Yes,No,Male,Direct,9,ERS,Chennai,34,Not Joined,1
5857,3225455,No,1,30,E2,30,30,0,No,No,Male,Direct,6,INFRA,Noida,32,Joined,0
5858,3225550,Yes,65,60,E3,21.74,21.74,0,No,No,Male,Direct,8,INFRA,Noida,34,Joined,0
5859,3225574,No,1,60,E2,49.08,37.61,-7.69,No,No,Male,Direct,5,INFRA,Noida,27,Joined,0
5860,3225593,Yes,7,60,E2,95.02,95.02,0,No,No,Male,Direct,2,INFRA,Noida,25,Joined,0
5861,3225596,Yes,75,30,E1,57.14,57.14,0,No,No,Female,Employee Referral,3,ERS,Bangalore,29,Not Joined,1
5862,3225603,No,3,30,E1,15.74,0,-13.6,No,Yes,Male,Employee Referral,1,INFRA,Noida,24,Joined,0
5863,3225618,Yes,11,45,E2,47.06,47.06,0,No,No,Male,Direct,4,INFRA,Noida,30,Joined,0
5864,3225621,Yes,20,30,E1,83.33,58.33,-13.64,No,No,Male,Agency,3,ERS,Chennai,25,Joined,0
5865,3225636,No,1,45,E2,42.86,30,-9,No,No,Male,Agency,8,ERS,Chennai,36,Joined,0
5866,3225645,Yes,11,30,E1,122.22,100,-10,No,No,Male,Employee Referral,1,INFRA,Kolkata,26,Joined,0
5867,3225674,Yes,4,60,E1,57.89,81.58,15,No,Yes,Male,Agency,3,ERS,Chennai,29,Joined,0
5868,3225682,No,1,30,E1,43.75,48.44,3.26,No,Yes,Male,Direct,3,ERS,Chennai,24,Joined,0
5869,3225694,Yes,6,30,E1,33.33,33.33,0,No,No,Male,Direct,3,INFRA,Mumbai,26,Joined,0
5870,3225702,Yes,13,30,E2,5.88,-11.76,-16.67,No,No,Female,Direct,9,ERS,Bangalore,31,Joined,0
5871,3225707,No,9,90,E1,52.38,46.67,-3.75,No,No,Female,Agency,3,CSMP,Noida,27,Not Joined,1
5872,3225710,Yes,35,30,E1,113,113,0,No,No,Male,Agency,3,ERS,Chennai,28,Joined,0
5873,3225719,No,5,30,E1,115.31,139.23,11.11,No,No,Male,Agency,4,ERS,Chennai,28,Joined,0
5874,3225726,Yes,5,60,E1,60.49,90.12,18.46,No,No,Male,Agency,4,ERS,Chennai,27,Joined,0
5875,3225729,No,35,30,E1,50,50,0,No,Yes,Male,Agency,3,ERS,Chennai,26,Joined,0
5876,3225737,Yes,61,45,E1,66.67,124,34.4,No,No,Male,Agency,4,INFRA,Chennai,24,Joined,0
5877,3225740,Yes,13,45,E2,66.67,83.71,10.23,No,No,Male,Employee Referral,6,INFRA,Chennai,29,Joined,0
5878,3225747,Yes,24,30,E2,56.25,32.81,-15,No,No,Male,Agency,7,ERS,Chennai,32,Not Joined,1
5879,3225749,No,0,30,E1,58.76,38.89,-12.52,No,No,Male,Employee Referral,1,INFRA,Pune,25,Joined,0
5880,3225753,Yes,12,60,E1,56.63,56.63,0,No,No,Male,Agency,4,ERS,Chennai,27,Not Joined,1
5881,3225771,Yes,83,60,E1,47.83,30.43,-11.76,No,No,Male,Direct,5,BFSI,Bangalore,26,Joined,0
5882,3225801,Yes,69,30,E1,65.84,46.7,-11.54,No,No,Male,Direct,3,ERS,Chennai,25,Joined,0
5883,3225806,No,0,30,E2,42.86,42.86,0,No,No,Male,Direct,7,INFRA,Noida,35,Joined,0
5884,3225812,No,40,45,E1,83.33,48.33,-19.09,No,No,Female,Employee Referral,4,CSMP,Bangalore,27,Joined,0
5885,3225835,No,35,30,E2,42.86,42.86,0,No,No,Female,Direct,3,INFRA,Noida,26,Joined,0
5886,3225856,Yes,22,30,E1,33.33,5.95,-20.54,No,No,Male,Agency,3,CSMP,Chennai,31,Joined,0
5887,3225876,Yes,41,30,E1,82.61,82.61,0,No,No,Male,Direct,3,CSMP,Chennai,28,Joined,0
5888,3225885,No,1,30,E3,52.67,52.67,0,No,No,Male,Agency,13,INFRA,Mumbai,38,Joined,0
5889,3225931,No,2,30,E1,100,44,-28,No,No,Female,Agency,1,INFRA,Noida,22,Joined,0
5890,3225941,No,2,30,E1,75,37.5,-21.43,No,No,Female,Agency,1,INFRA,Noida,27,Joined,0
5891,3225953,Yes,2,30,E1,39.53,51.16,8.33,No,No,Female,Direct,4,ERS,Chennai,27,Joined,0
5892,3225956,No,2,30,E2,-10.42,-10.42,0,No,No,Male,Agency,7,ERS,Bangalore,33,Joined,0
5893,3225961,No,7,45,E1,50,8,-28,No,No,Female,Agency,1,INFRA,Noida,24,Joined,0
5894,3225990,Yes,49,30,E2,18.18,22.73,3.85,No,No,Male,Employee Referral,8,EAS,Bangalore,31,Not Joined,1
5895,3226013,Yes,20,30,E1,18.18,18.18,0,No,No,Male,Agency,5,BFSI,Bangalore,34,Joined,0
5896,3226019,No,2,60,E1,57.89,47.37,-6.67,No,No,Male,Direct,3,ERS,Chennai,26,Joined,0
5897,3226046,Yes,5,30,E1,11.11,-7.78,-17,No,No,Male,Direct,5,AXON,Bangalore,29,Joined,0
5898,3226058,No,1,30,E2,8.33,8.33,0,No,No,Male,Direct,6,INFRA,Noida,32,Joined,0
5899,3226076,Yes,15,30,E2,60,60,0,No,No,Male,Direct,5,INFRA,Noida,33,Joined,0
5900,3226081,No,3,90,E2,30,30,0,No,No,Male,Direct,6,BFSI,Bangalore,31,Joined,0
5901,3226089,Yes,1,60,E1,71.43,60,-6.67,Yes,No,Male,Direct,3,ERS,Chennai,26,Not Joined,1
5902,3226096,Yes,80,30,E1,66.67,83.33,10,Yes,No,Female,Direct,3,ERS,Chennai,26,Joined,0
5903,3226129,Yes,12,30,E1,44,60,11.11,No,No,Male,Direct,8,INFRA,Pune,30,Joined,0
5904,3226136,No,9,30,E2,66.67,60,-4,No,No,Male,Employee Referral,5,INFRA,Noida,31,Joined,0
5905,3226204,Yes,100,90,E1,50.75,33.17,-11.67,No,No,Male,Agency,3,ERS,Bangalore,25,Not Joined,1
